,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date
18714,18715,2015,4,19,18,80.0,331.0,15.0,49.0,1300.0,76.0,18.5,1009.0,5.3,0.0,WSW,4.3,Dongsi,2015-04-19 18:00:00
18715,18716,2015,4,19,19,107.0,192.0,16.0,52.0,1400.0,60.0,16.3,1009.6,6.4,0.0,WSW,4.4,Dongsi,2015-04-19 19:00:00
18716,18717,2015,4,19,20,93.0,174.0,12.0,43.0,1100.0,57.0,15.1,1010.9,6.6,0.0,WSW,3.7,Dongsi,2015-04-19 20:00:00
18717,18718,2015,4,19,21,90.0,154.0,15.0,44.0,1000.0,49.0,14.4,1011.5,6.7,0.0,SW,3.0,Dongsi,2015-04-19 21:00:00
18718,18719,2015,4,19,22,86.0,141.0,15.0,48.0,1000.0,38.0,13.6,1011.9,6.2,0.0,SW,2.4,Dongsi,2015-04-19 22:00:00
18719,18720,2015,4,19,23,85.0,130.0,14.0,50.0,1000.0,31.0,12.7,1012.5,6.5,0.0,SSW,1.8,Dongsi,2015-04-19 23:00:00
18720,18721,2015,4,20,0,84.0,122.0,12.0,55.0,1000.0,21.0,11.4,1012.6,6.1,0.0,SSW,0.9,Dongsi,2015-04-20 00:00:00
18721,18722,2015,4,20,1,88.0,122.0,10.0,54.0,1000.0,17.0,9.4,1012.5,6.3,0.0,SW,0.0,Dongsi,2015-04-20 01:00:00
18722,18723,2015,4,20,2,83.0,115.0,9.0,69.0,1000.0,3.0,8.3,1012.3,5.9,0.0,W,0.7,Dongsi,2015-04-20 02:00:00
18723,18724,2015,4,20,3,84.0,114.0,8.0,70.0,1100.0,2.0,7.7,1012.0,5.8,0.0,SE,0.8,Dongsi,2015-04-20 03:00:00
18724,18725,2015,4,20,4,83.0,114.0,6.0,66.0,1100.0,2.0,7.2,1011.6,5.5,0.0,NE,1.2,Dongsi,2015-04-20 04:00:00
18725,18726,2015,4,20,5,80.0,121.0,6.0,66.0,1100.0,2.0,6.5,1011.7,5.1,0.0,S,0.5,Dongsi,2015-04-20 05:00:00
18726,18727,2015,4,20,6,89.0,152.0,8.0,75.0,1300.0,2.0,6.7,1012.1,5.6,0.0,E,1.0,Dongsi,2015-04-20 06:00:00
18727,18728,2015,4,20,7,99.0,169.0,9.0,70.0,1400.0,5.0,9.6,1012.9,7.4,0.0,ESE,0.5,Dongsi,2015-04-20 07:00:00
18728,18729,2015,4,20,8,98.0,151.0,11.0,73.0,1300.0,13.0,12.7,1013.3,5.8,0.0,WSW,1.8,Dongsi,2015-04-20 08:00:00
18729,18730,2015,4,20,9,87.0,87.0,6.0,51.0,800.0,36.0,15.9,1013.0,4.0,0.0,NE,1.1,Dongsi,2015-04-20 09:00:00
18730,18731,2015,4,20,10,52.0,52.0,6.0,30.854214383039363,700.0,55.0,18.7,1012.7,-0.7,0.0,E,0.9,Dongsi,2015-04-20 10:00:00
18731,18732,2015,4,20,11,37.0,37.0,2.0,26.0,500.0,74.0,19.9,1011.9,-7.5,0.0,SE,1.6,Dongsi,2015-04-20 11:00:00
18732,18733,2015,4,20,12,40.0,58.0,3.0,38.0,600.0,73.0,20.5,1010.7,-8.9,0.0,W,2.7,Dongsi,2015-04-20 12:00:00
18733,18734,2015,4,20,13,45.0,45.0,4.0,32.0,500.0,84.0,21.0,1009.4,-8.5,0.0,SW,4.0,Dongsi,2015-04-20 13:00:00
18734,18735,2015,4,20,14,30.0,46.0,3.0,18.0,400.0,112.0,21.7,1008.7,-8.0,0.0,SSW,3.5,Dongsi,2015-04-20 14:00:00
18735,18736,2015,4,20,15,36.0,61.0,3.0,16.0,500.0,118.0,22.1,1007.7,-6.7,0.0,WSW,5.0,Dongsi,2015-04-20 15:00:00
18736,18737,2015,4,20,16,40.0,73.0,3.0,16.0,500.0,119.0,21.8,1007.0,-5.2,0.0,SW,4.9,Dongsi,2015-04-20 16:00:00
18737,18738,2015,4,20,17,58.0,104.0,5.0,20.0,600.0,126.0,21.1,1006.5,-2.1,0.0,SW,4.9,Dongsi,2015-04-20 17:00:00
18738,18739,2015,4,20,18,65.0,105.0,6.0,21.0,600.0,133.0,20.2,1006.5,-2.8,0.0,SW,4.9,Dongsi,2015-04-20 18:00:00
18739,18740,2015,4,20,19,79.0,148.0,20.0,29.0,800.0,128.0,19.0,1006.6,-0.4,0.0,SW,4.7,Dongsi,2015-04-20 19:00:00
18740,18741,2015,4,20,20,116.0,222.0,35.0,36.0,1300.0,132.0,18.4,1007.4,6.6,0.0,WSW,6.1,Dongsi,2015-04-20 20:00:00
18741,18742,2015,4,20,21,141.0,207.0,29.0,41.0,1600.0,111.0,17.8,1008.1,6.3,0.0,WSW,4.1,Dongsi,2015-04-20 21:00:00
18742,18743,2015,4,20,22,96.0,127.0,22.0,34.0,1100.0,98.0,17.5,1007.8,5.4,0.0,WSW,4.7,Dongsi,2015-04-20 22:00:00
18743,18744,2015,4,20,23,87.0,127.0,20.0,39.0,1000.0,79.0,17.2,1007.3,4.8,0.0,WSW,5.7,Dongsi,2015-04-20 23:00:00
18744,18745,2015,4,21,0,79.0,109.0,20.0,42.0,800.0,69.0,16.5,1007.1,3.9,0.0,WSW,5.2,Dongsi,2015-04-21 00:00:00
18745,18746,2015,4,21,1,65.0,98.0,20.0,35.0,700.0,69.0,16.3,1006.8,3.4,0.0,WSW,4.5,Dongsi,2015-04-21 01:00:00
18746,18747,2015,4,21,2,57.0,95.0,20.0,34.0,600.0,54.0,15.5,1006.3,3.0,0.0,WSW,3.5,Dongsi,2015-04-21 02:00:00
18747,18748,2015,4,21,3,56.0,100.0,20.0,40.0,600.0,39.0,14.3,1005.9,3.4,0.0,SW,1.5,Dongsi,2015-04-21 03:00:00
18748,18749,2015,4,21,4,58.0,101.0,17.0,40.0,500.0,48.0,12.8,1005.7,3.7,0.0,W,1.4,Dongsi,2015-04-21 04:00:00
18749,18750,2015,4,21,5,63.0,100.0,15.0,50.0,800.0,36.0,10.5,1005.1,4.0,0.0,W,0.7,Dongsi,2015-04-21 05:00:00
18750,18751,2015,4,21,6,62.0,121.0,14.0,65.0,800.0,21.0,11.0,1005.4,4.7,0.0,SE,1.8,Dongsi,2015-04-21 06:00:00
18751,18752,2015,4,21,7,64.0,141.0,14.0,72.0,1000.0,17.0,12.6,1006.0,5.7,0.0,ESE,0.9,Dongsi,2015-04-21 07:00:00
18752,18753,2015,4,21,8,106.0,134.0,15.0,70.0,1100.0,32.0,15.5,1006.0,5.1,0.0,WNW,1.3,Dongsi,2015-04-21 08:00:00
18753,18754,2015,4,21,9,117.0,153.0,15.0,69.0,1200.0,51.0,18.4,1005.9,5.6,0.0,E,0.9,Dongsi,2015-04-21 09:00:00
18754,18755,2015,4,21,10,118.0,161.0,16.0,89.0,1400.0,46.0,20.9,1005.5,4.9,0.0,ESE,1.6,Dongsi,2015-04-21 10:00:00
18755,18756,2015,4,21,11,123.0,166.0,19.0,94.0,1300.0,54.0,22.8,1004.6,3.3,0.0,S,2.0,Dongsi,2015-04-21 11:00:00
18756,18757,2015,4,21,12,114.0,120.0,17.0,64.0,900.0,95.0,24.7,1003.4,1.5,0.0,SSW,2.4,Dongsi,2015-04-21 12:00:00
18757,18758,2015,4,21,13,80.0,80.0,12.0,27.0,600.0,119.0,26.5,1002.3,-0.6,0.0,SSW,2.5,Dongsi,2015-04-21 13:00:00
18758,18759,2015,4,21,14,45.0,47.0,8.0,16.0,400.0,116.0,25.7,1002.0,-2.9,0.0,NW,2.2,Dongsi,2015-04-21 14:00:00
18759,18760,2015,4,21,15,39.0,238.0,4.0,19.0,400.0,91.0,24.5,1002.8,-0.7,0.0,NE,3.9,Dongsi,2015-04-21 15:00:00
18760,18761,2015,4,21,16,49.0,230.0,4.0,27.0,400.0,77.0,25.3,1002.5,-3.2,0.0,NNE,1.4,Dongsi,2015-04-21 16:00:00
18761,18762,2015,4,21,17,72.0,401.0,3.0,13.0,300.0,98.0,25.3,1003.8,-5.1,0.0,NE,4.6,Dongsi,2015-04-21 17:00:00
18762,18763,2015,4,21,18,37.0,190.0,2.0,12.0,300.0,99.0,24.2,1005.2,-8.2,0.0,NNW,3.4,Dongsi,2015-04-21 18:00:00
18763,18764,2015,4,21,19,24.0,114.0,2.0,16.0,300.0,97.0,22.6,1007.0,-6.3,0.0,N,3.7,Dongsi,2015-04-21 19:00:00
18764,18765,2015,4,21,20,26.0,99.0,3.0,20.0,400.0,84.0,21.1,1008.6,-5.7,0.0,NNE,1.6,Dongsi,2015-04-21 20:00:00
18765,18766,2015,4,21,21,24.0,92.0,3.0,30.0,400.0,72.0,19.9,1010.3,-5.2,0.0,ENE,1.8,Dongsi,2015-04-21 21:00:00
18766,18767,2015,4,21,22,17.0,40.0,3.0,42.0,400.0,58.0,15.7,1011.6,-3.3,0.0,ENE,0.6,Dongsi,2015-04-21 22:00:00
18767,18768,2015,4,21,23,23.0,40.0,4.0,69.0,600.0,29.0,13.6,1012.6,-0.8,0.0,ESE,1.1,Dongsi,2015-04-21 23:00:00
18768,18769,2015,4,22,0,28.0,39.0,4.0,79.0,800.0,20.0,12.0,1013.6,-0.2,0.0,S,0.3,Dongsi,2015-04-22 00:00:00
18769,18770,2015,4,22,1,32.0,45.0,4.0,95.0,900.0,4.0,13.6,1013.8,0.9,0.0,SSE,1.5,Dongsi,2015-04-22 01:00:00
18770,18771,2015,4,22,2,60.0,124.0,16.0,78.0,1200.0,29.0,13.3,1013.9,3.1,0.0,W,1.1,Dongsi,2015-04-22 02:00:00
18771,18772,2015,4,22,3,61.0,66.0,13.0,82.0,1200.0,26.0,10.5,1014.0,3.1,0.0,WNW,0.1,Dongsi,2015-04-22 03:00:00
18772,18773,2015,4,22,4,59.0,75.0,14.0,82.0,1200.0,22.0,9.1,1014.4,4.1,0.0,SE,1.5,Dongsi,2015-04-22 04:00:00
18773,18774,2015,4,22,5,66.0,68.0,13.0,81.0,1200.0,21.0,8.5,1014.4,3.9,0.0,SW,0.2,Dongsi,2015-04-22 05:00:00
18774,18775,2015,4,22,6,65.0,74.0,13.0,97.0,1300.0,9.0,8.2,1014.9,4.4,0.0,ESE,0.5,Dongsi,2015-04-22 06:00:00
18775,18776,2015,4,22,7,59.0,78.0,12.0,94.0,1400.0,10.0,12.6,1015.2,5.0,0.0,ENE,1.4,Dongsi,2015-04-22 07:00:00
18776,18777,2015,4,22,8,66.0,66.0,10.0,83.0,1300.0,21.0,15.8,1015.6,6.0,0.0,E,1.5,Dongsi,2015-04-22 08:00:00
18777,18778,2015,4,22,9,53.0,53.0,9.0,72.0,900.0,36.0,18.4,1015.5,5.2,0.0,ENE,1.2,Dongsi,2015-04-22 09:00:00
18778,18779,2015,4,22,10,47.0,47.0,7.0,50.0,600.0,62.0,21.4,1015.3,-3.2,0.0,SW,2.9,Dongsi,2015-04-22 10:00:00
18779,18780,2015,4,22,11,36.0,43.0,8.0,24.0,600.0,92.0,23.1,1014.4,-2.5,0.0,SW,4.5,Dongsi,2015-04-22 11:00:00
18780,18781,2015,4,22,12,32.0,32.0,7.0,16.0,500.0,108.0,23.9,1013.3,-3.5,0.0,SW,4.3,Dongsi,2015-04-22 12:00:00
18781,18782,2015,4,22,13,26.0,26.0,6.0,13.0,500.0,119.0,24.8,1012.4,-1.9,0.0,SSW,3.3,Dongsi,2015-04-22 13:00:00
18782,18783,2015,4,22,14,33.0,52.0,8.0,14.0,500.0,128.0,24.8,1011.4,-0.4,0.0,SSW,5.1,Dongsi,2015-04-22 14:00:00
18783,18784,2015,4,22,15,44.0,64.0,8.0,17.0,500.0,134.0,25.2,1010.6,-0.1,0.0,SW,5.0,Dongsi,2015-04-22 15:00:00
18784,18785,2015,4,22,16,44.0,62.0,8.0,17.0,500.0,142.0,25.0,1010.1,0.5,0.0,SW,5.2,Dongsi,2015-04-22 16:00:00
18785,18786,2015,4,22,17,40.0,64.0,8.0,18.0,500.0,138.0,24.8,1009.6,-0.4,0.0,SW,4.7,Dongsi,2015-04-22 17:00:00
18786,18787,2015,4,22,18,45.0,79.0,11.0,22.0,500.0,137.0,23.7,1009.2,0.1,0.0,SW,6.2,Dongsi,2015-04-22 18:00:00
18787,18788,2015,4,22,19,49.0,76.0,14.0,26.0,600.0,131.0,22.8,1009.1,1.2,0.0,SW,5.7,Dongsi,2015-04-22 19:00:00
18788,18789,2015,4,22,20,44.0,71.0,18.0,29.0,600.0,112.0,22.4,1009.7,1.4,0.0,SW,5.4,Dongsi,2015-04-22 20:00:00
18789,18790,2015,4,22,21,39.0,66.0,16.0,32.0,600.0,97.0,21.9,1010.0,2.0,0.0,SW,5.3,Dongsi,2015-04-22 21:00:00
18790,18791,2015,4,22,22,47.0,64.0,15.0,34.0,500.0,89.0,21.3,1009.8,2.5,0.0,WSW,3.8,Dongsi,2015-04-22 22:00:00
18791,18792,2015,4,22,23,44.0,64.0,15.0,34.0,500.0,83.0,20.5,1009.3,3.2,0.0,SW,2.3,Dongsi,2015-04-22 23:00:00
18792,18793,2015,4,23,0,49.0,71.0,18.0,36.0,600.0,76.0,19.8,1009.1,3.5,0.0,SSW,1.7,Dongsi,2015-04-23 00:00:00
18793,18794,2015,4,23,1,50.0,75.0,21.0,39.0,600.0,64.0,18.4,1008.8,4.2,0.0,SW,1.5,Dongsi,2015-04-23 01:00:00
18794,18795,2015,4,23,2,58.0,79.0,26.0,41.0,600.0,45.0,16.4,1008.4,5.0,0.0,SE,0.7,Dongsi,2015-04-23 02:00:00
18795,18796,2015,4,23,3,63.0,81.0,29.0,48.0,600.0,30.0,13.9,1007.9,5.8,0.0,NE,0.5,Dongsi,2015-04-23 03:00:00
18796,18797,2015,4,23,4,69.0,89.0,32.0,50.0,500.0,36.0,13.0,1007.5,5.9,0.0,ESE,0.5,Dongsi,2015-04-23 04:00:00
18797,18798,2015,4,23,5,69.0,80.0,30.0,60.0,700.0,24.0,12.6,1007.7,6.4,0.0,E,1.0,Dongsi,2015-04-23 05:00:00
18798,18799,2015,4,23,6,70.0,91.0,17.0,91.0,900.0,4.0,13.4,1008.8,5.5,0.0,NE,1.4,Dongsi,2015-04-23 06:00:00
18799,18800,2015,4,23,7,74.0,102.0,19.0,86.0,1000.0,3.0,14.2,1008.6,5.8,0.0,WNW,1.3,Dongsi,2015-04-23 07:00:00
18800,18801,2015,4,23,8,86.0,115.0,22.0,88.0,1200.0,7.0,15.3,1010.0,6.0,0.0,NNE,1.9,Dongsi,2015-04-23 08:00:00
18801,18802,2015,4,23,9,103.0,112.0,31.0,76.0,1200.0,25.0,18.6,1010.2,5.8,0.0,NE,2.3,Dongsi,2015-04-23 09:00:00
18802,18803,2015,4,23,10,98.0,98.0,28.0,76.0,1100.0,37.0,19.7,1009.8,6.1,0.0,ENE,0.8,Dongsi,2015-04-23 10:00:00
18803,18804,2015,4,23,11,92.0,92.0,25.0,84.0,1200.0,38.0,20.5,1009.9,4.9,0.0,ENE,1.2,Dongsi,2015-04-23 11:00:00
18804,18805,2015,4,23,12,96.0,96.0,22.0,92.0,1300.0,41.0,21.4,1009.7,5.7,0.0,ENE,1.4,Dongsi,2015-04-23 12:00:00
18805,18806,2015,4,23,13,81.0,81.0,17.0,72.0,1000.0,68.0,24.2,1009.2,4.5,0.0,SSE,1.7,Dongsi,2015-04-23 13:00:00
18806,18807,2015,4,23,14,92.0,92.0,18.0,80.0,1000.0,79.0,26.6,1009.3,3.1,0.0,ENE,1.2,Dongsi,2015-04-23 14:00:00
18807,18808,2015,4,23,15,81.0,83.0,14.0,73.0,900.0,96.0,27.2,1009.0,3.0,0.0,E,2.0,Dongsi,2015-04-23 15:00:00
18808,18809,2015,4,23,16,58.0,63.0,9.0,48.0,600.0,109.0,28.5,1009.1,0.2,0.0,NE,2.3,Dongsi,2015-04-23 16:00:00
18809,18810,2015,4,23,17,50.0,50.0,2.0,12.0,300.0,103.0,27.8,1010.0,-13.1,0.0,N,4.5,Dongsi,2015-04-23 17:00:00
18810,18811,2015,4,23,18,30.0,53.0,2.0,15.0,300.0,94.0,26.8,1010.8,-13.8,0.0,N,4.0,Dongsi,2015-04-23 18:00:00
18811,18812,2015,4,23,19,29.0,56.0,2.0,21.0,300.0,84.0,25.3,1012.1,-17.1,0.0,N,3.3,Dongsi,2015-04-23 19:00:00
18812,18813,2015,4,23,20,23.0,60.0,2.0,29.0,400.0,74.0,23.8,1013.8,-16.0,0.0,N,2.0,Dongsi,2015-04-23 20:00:00
18813,18814,2015,4,23,21,22.0,68.0,2.0,29.0,400.0,72.0,20.8,1015.7,-12.0,0.0,NE,1.3,Dongsi,2015-04-23 21:00:00
18814,18815,2015,4,23,22,26.0,70.0,2.0,62.0,500.0,41.0,16.6,1017.2,-10.2,0.0,N,0.9,Dongsi,2015-04-23 22:00:00
18815,18816,2015,4,23,23,23.0,57.0,4.0,66.0,500.0,34.0,16.3,1017.8,-7.4,0.0,E,1.4,Dongsi,2015-04-23 23:00:00
18816,18817,2015,4,24,0,33.0,149.0,7.0,71.0,500.0,30.0,15.2,1018.7,3.3,0.0,SSE,1.0,Dongsi,2015-04-24 00:00:00
18817,18818,2015,4,24,1,72.0,197.0,20.0,62.0,1000.0,43.0,13.0,1018.8,5.4,0.0,N,0.5,Dongsi,2015-04-24 01:00:00
18818,18819,2015,4,24,2,68.0,130.0,16.0,70.0,1000.0,28.0,11.5,1018.8,6.0,0.0,WNW,0.6,Dongsi,2015-04-24 02:00:00
18819,18820,2015,4,24,3,54.0,103.0,12.0,53.0,700.0,43.0,10.5,1018.7,5.3,0.0,WNW,0.1,Dongsi,2015-04-24 03:00:00
18820,18821,2015,4,24,4,58.0,120.0,11.0,67.0,800.0,25.0,9.7,1018.9,5.1,0.0,W,0.5,Dongsi,2015-04-24 04:00:00
18821,18822,2015,4,24,5,54.0,103.0,11.0,73.0,800.0,18.0,8.9,1019.0,4.9,0.0,SSW,0.4,Dongsi,2015-04-24 05:00:00
18822,18823,2015,4,24,6,56.0,111.0,11.0,88.0,900.0,8.0,8.9,1019.2,4.7,0.0,W,0.2,Dongsi,2015-04-24 06:00:00
18823,18824,2015,4,24,7,62.0,130.0,16.0,84.0,1000.0,16.0,13.2,1019.5,7.0,0.0,SE,0.8,Dongsi,2015-04-24 07:00:00
18824,18825,2015,4,24,8,70.0,107.0,16.0,72.0,900.0,33.0,18.2,1019.6,0.8,0.0,WSW,3.0,Dongsi,2015-04-24 08:00:00
18825,18826,2015,4,24,9,65.0,110.0,13.0,38.0,700.0,69.0,19.6,1019.4,-1.5,0.0,WSW,3.8,Dongsi,2015-04-24 09:00:00
18826,18827,2015,4,24,10,61.0,120.0,10.0,28.0,700.0,86.0,21.4,1018.8,-2.5,0.0,WSW,3.8,Dongsi,2015-04-24 10:00:00
18827,18828,2015,4,24,11,66.0,100.0,10.0,23.0,600.0,99.0,22.7,1018.0,-2.9,0.0,SW,3.3,Dongsi,2015-04-24 11:00:00
18828,18829,2015,4,24,12,56.0,68.0,8.0,18.0,500.0,109.0,23.9,1016.9,-1.9,0.0,SW,2.8,Dongsi,2015-04-24 12:00:00
18829,18830,2015,4,24,13,49.0,64.0,8.0,17.0,500.0,120.0,24.9,1015.7,-2.7,0.0,SSW,2.9,Dongsi,2015-04-24 13:00:00
18830,18831,2015,4,24,14,56.0,81.0,8.0,18.0,500.0,131.0,25.6,1014.6,-3.0,0.0,SW,3.5,Dongsi,2015-04-24 14:00:00
18831,18832,2015,4,24,15,50.133394260454196,5.0,9.0,20.0,500.0,136.0,26.0,1013.5,-1.0,0.0,SW,4.1,Dongsi,2015-04-24 15:00:00
18832,18833,2015,4,24,16,31.097310310250258,71.978708636201,8.0,20.0,500.0,134.0,26.0,1012.7,-1.0,0.0,SW,4.4,Dongsi,2015-04-24 16:00:00
18833,18834,2015,4,24,17,26.0,171.0,8.0,20.0,500.0,135.0,25.5,1012.1,-0.6,0.0,SW,4.3,Dongsi,2015-04-24 17:00:00
18834,18835,2015,4,24,18,37.0,170.0,9.0,27.0,600.0,139.0,24.6,1011.8,0.8,0.0,WSW,4.6,Dongsi,2015-04-24 18:00:00
18835,18836,2015,4,24,19,48.0,188.0,11.0,39.0,700.0,129.0,23.5,1011.9,1.7,0.0,WSW,4.4,Dongsi,2015-04-24 19:00:00
18836,18837,2015,4,24,20,48.0,163.0,11.0,43.0,700.0,108.0,22.5,1012.3,1.5,0.0,SW,3.3,Dongsi,2015-04-24 20:00:00
18837,18838,2015,4,24,21,51.0,170.0,12.0,41.0,700.0,106.0,21.5,1012.9,2.2,0.0,WSW,2.8,Dongsi,2015-04-24 21:00:00
18838,18839,2015,4,24,22,50.0,176.0,12.0,42.0,700.0,97.0,20.8,1012.9,3.0,0.0,WSW,3.2,Dongsi,2015-04-24 22:00:00
18839,18840,2015,4,24,23,56.0,160.0,12.0,52.0,800.0,75.0,19.6,1013.0,3.3,0.0,WSW,1.8,Dongsi,2015-04-24 23:00:00
18840,18841,2015,4,25,0,62.0,159.0,13.0,57.0,800.0,61.0,16.6,1013.3,4.0,0.0,SW,0.1,Dongsi,2015-04-25 00:00:00
18841,18842,2015,4,25,1,62.0,148.0,11.0,68.0,900.0,40.0,14.1,1013.0,4.9,0.0,WSW,0.5,Dongsi,2015-04-25 01:00:00
18842,18843,2015,4,25,2,74.0,180.0,12.0,115.0,1200.0,3.0,13.2,1012.8,5.6,0.0,SSE,0.5,Dongsi,2015-04-25 02:00:00
18843,18844,2015,4,25,3,82.0,204.0,14.0,124.0,1100.0,3.0,11.9,1012.5,5.3,0.0,E,0.3,Dongsi,2015-04-25 03:00:00
18844,18845,2015,4,25,4,90.0,204.0,19.0,124.0,1000.0,4.0,11.1,1012.6,5.6,0.0,ESE,0.5,Dongsi,2015-04-25 04:00:00
18845,18846,2015,4,25,5,82.0,187.0,23.0,111.0,1000.0,4.0,10.2,1012.6,5.4,0.0,E,1.2,Dongsi,2015-04-25 05:00:00
18846,18847,2015,4,25,6,80.0,168.0,19.0,108.0,1100.0,6.0,10.3,1012.6,4.6,0.0,NW,0.6,Dongsi,2015-04-25 06:00:00
18847,18848,2015,4,25,7,80.0,180.0,18.0,106.0,1300.0,11.0,15.2,1012.6,5.9,0.0,ENE,0.0,Dongsi,2015-04-25 07:00:00
18848,18849,2015,4,25,8,80.0,179.0,17.0,106.0,1100.0,22.0,18.1,1012.9,3.2,0.0,ENE,1.8,Dongsi,2015-04-25 08:00:00
18849,18850,2015,4,25,9,70.0,152.0,14.0,92.0,900.0,40.0,21.4,1012.7,3.6,0.0,E,1.0,Dongsi,2015-04-25 09:00:00
18850,18851,2015,4,25,10,74.0,161.0,14.0,101.0,1000.0,50.0,23.4,1012.6,2.8,0.0,SSW,1.2,Dongsi,2015-04-25 10:00:00
18851,18852,2015,4,25,11,83.0,167.0,14.0,113.0,1100.0,67.0,25.4,1011.7,2.1,0.0,SW,2.2,Dongsi,2015-04-25 11:00:00
18852,18853,2015,4,25,12,97.0,202.0,15.0,115.0,1100.0,100.0,27.4,1010.8,3.1,0.0,S,1.8,Dongsi,2015-04-25 12:00:00
18853,18854,2015,4,25,13,93.0,187.0,18.0,91.0,900.0,137.0,29.5,1009.7,2.7,0.0,SSW,2.5,Dongsi,2015-04-25 13:00:00
18854,18855,2015,4,25,14,86.0,153.0,15.0,51.0,700.0,172.0,30.8,1008.6,1.2,0.0,SSW,3.0,Dongsi,2015-04-25 14:00:00
18855,18856,2015,4,25,15,61.53059032737535,116.0,12.0,26.0,500.0,180.0,31.9,1007.3,1.1,0.0,SW,3.0,Dongsi,2015-04-25 15:00:00
18856,18857,2015,4,25,16,38.0,92.0,10.0,18.0,500.0,174.0,31.2,1006.5,0.5,0.0,SW,3.6,Dongsi,2015-04-25 16:00:00
18857,18858,2015,4,25,17,36.0,111.0,14.0,21.0,500.0,173.0,30.8,1006.0,0.2,0.0,SW,5.2,Dongsi,2015-04-25 17:00:00
18858,18859,2015,4,25,18,48.0,131.0,23.0,25.0,600.0,171.0,29.9,1005.9,3.0,0.0,SW,5.3,Dongsi,2015-04-25 18:00:00
18859,18860,2015,4,25,19,61.0,146.0,36.0,33.0,700.0,173.0,28.7,1006.1,4.2,0.0,SW,5.4,Dongsi,2015-04-25 19:00:00
18860,18861,2015,4,25,20,82.0,181.0,44.0,42.0,800.0,169.0,27.6,1006.6,8.0,0.0,WSW,4.7,Dongsi,2015-04-25 20:00:00
18861,18862,2015,4,25,21,94.0,208.0,41.0,43.0,1100.0,165.0,26.9,1006.9,9.7,0.0,WSW,5.6,Dongsi,2015-04-25 21:00:00
18862,18863,2015,4,25,22,99.0,187.0,39.0,34.0,1400.0,162.0,26.1,1006.8,9.9,0.0,WSW,4.8,Dongsi,2015-04-25 22:00:00
18863,18864,2015,4,25,23,91.0,175.0,37.0,31.0,1200.0,142.0,25.2,1006.8,10.3,0.0,WSW,5.4,Dongsi,2015-04-25 23:00:00
18864,18865,2015,4,26,0,89.0,170.0,34.0,36.0,1000.0,117.0,24.0,1006.7,11.3,0.0,WSW,3.5,Dongsi,2015-04-26 00:00:00
18865,18866,2015,4,26,1,86.0,165.0,32.0,38.0,900.0,102.0,22.9,1006.4,11.9,0.0,WSW,2.6,Dongsi,2015-04-26 01:00:00
18866,18867,2015,4,26,2,100.0,172.0,33.0,36.0,900.0,92.0,20.9,1006.1,12.1,0.0,W,1.9,Dongsi,2015-04-26 02:00:00
18867,18868,2015,4,26,3,106.0,175.0,30.0,38.0,900.0,80.0,20.4,1006.4,12.4,0.0,W,1.4,Dongsi,2015-04-26 03:00:00
18868,18869,2015,4,26,4,109.0,176.0,29.0,50.0,900.0,56.0,16.9,1006.3,12.2,0.0,SE,0.2,Dongsi,2015-04-26 04:00:00
18869,18870,2015,4,26,5,118.0,177.0,26.0,72.0,1000.0,28.0,15.4,1006.5,12.2,0.0,NE,1.4,Dongsi,2015-04-26 05:00:00
18870,18871,2015,4,26,6,120.0,183.0,23.0,94.0,1300.0,8.0,14.7,1007.1,11.7,0.0,SW,0.1,Dongsi,2015-04-26 06:00:00
18871,18872,2015,4,26,7,119.0,207.0,23.0,108.0,1500.0,9.0,17.7,1007.7,11.0,0.0,E,0.7,Dongsi,2015-04-26 07:00:00
18872,18873,2015,4,26,8,115.0,222.0,26.0,107.0,1500.0,23.0,20.3,1008.0,11.8,0.0,E,0.8,Dongsi,2015-04-26 08:00:00
18873,18874,2015,4,26,9,131.0,216.0,27.0,108.0,1500.0,41.0,22.7,1007.9,12.0,0.0,WSW,0.8,Dongsi,2015-04-26 09:00:00
18874,18875,2015,4,26,10,142.0,237.0,27.0,121.0,1500.0,52.0,24.9,1007.7,13.4,0.0,SE,1.7,Dongsi,2015-04-26 10:00:00
18875,18876,2015,4,26,11,168.0,233.0,30.0,96.0,1400.0,94.0,27.0,1007.1,12.2,0.0,SSW,1.9,Dongsi,2015-04-26 11:00:00
18876,18877,2015,4,26,12,158.0,238.0,39.0,60.0,1200.0,159.0,28.3,1006.2,11.8,0.0,SSW,2.5,Dongsi,2015-04-26 12:00:00
18877,18878,2015,4,26,13,142.0,197.0,40.0,34.0,1100.0,205.0,29.0,1005.3,12.0,0.0,SSW,3.3,Dongsi,2015-04-26 13:00:00
18878,18879,2015,4,26,14,122.0,177.0,34.0,26.0,1000.0,215.0,30.1,1004.4,12.1,0.0,SSW,3.2,Dongsi,2015-04-26 14:00:00
18879,18880,2015,4,26,15,110.0,159.0,31.0,24.0,900.0,232.0,31.0,1003.1,8.7,0.0,SSW,3.1,Dongsi,2015-04-26 15:00:00
18880,18881,2015,4,26,16,102.0,172.0,31.0,23.0,900.0,215.0,30.5,1002.4,8.2,0.0,SW,4.6,Dongsi,2015-04-26 16:00:00
